type,Nombre,D1,D,Api_max,z
RA11,Montaje de eje  • IC  10 mm  • Neutro (ranurado completo),125,40,15.83,12
RA11,Montaje de eje  • IC  10 mm  • Neutro (ranurado completo),160,40,15.83,12
RA11,Montaje de eje  • IC  10 mm  • Neutro (ranurado completo),200,50,15.83,14
RA12,Montaje de plato  • Corte de media cara  • A derechas • Plaquitas IC de 10 mm,100,32,9.1,6
RA12,Montaje de plato  • Corte de media cara  • A derechas • Plaquitas IC de 10 mm,125,32,9.1,8
RA12,Montaje de plato  • Corte de media cara  • A derechas • Plaquitas IC de 10 mm,160,40,9.1,10
RA13,Montaje de plato  • Corte de media cara  • A izquierdas • Plaquitas IC de 10 mm,100,32,9.1,6
RA13,Montaje de plato  • Corte de media cara  • A izquierdas • Plaquitas IC de 10 mm,160,40,9.1,10
RA14,Montaje de eje  • Corte de media cara  • A izquierdas • Plaquitas IC de 10 mm,200,50,9.1,14
RA14,Montaje de eje  • Corte de media cara  • A izquierdas • Plaquitas IC de 10 mm,250,50,9.1,18
RA15,Fresa de ranurado de montaje de eje  • Rango de ajuste 14 - 16 mm,100,32,13.9,6
RA15,Fresa de ranurado de montaje de eje  • Rango de ajuste 14 - 16 mm,125,40,13.9,8
RA15,Fresa de ranurado de montaje de eje  • Rango de ajuste 14 - 16 mm,160,40,13.9,10
RA15,Fresa de ranurado de montaje de eje  • Rango de ajuste 14 - 16 mm,200,40,13.9,14
RA16,Fresa de ranurado de montaje de eje  • Rango de ajuste 16 - 18 mm,125,40,15.9,8
RA16,Fresa de ranurado de montaje de eje  • Rango de ajuste 16 - 18 mm,160,40,15.9,10
RA16,Fresa de ranurado de montaje de eje  • Rango de ajuste 16 - 18 mm,250,50,15.9,18
RA16,Fresa de ranurado de montaje de eje  • Rango de ajuste 16 - 18 mm,315,60,15.9,20
RA17,Fresa de ranurado de montaje de plato • Rango de ajuste 14 - 16 mm,100,27,50.8,6
RA17,Fresa de ranurado de montaje de plato • Rango de ajuste 14 - 16 mm,125,32,50.8,8
RA17,Fresa de ranurado de montaje de plato • Rango de ajuste 14 - 16 mm,160,40,50.8,10
RA17,Fresa de ranurado de montaje de plato • Rango de ajuste 14 - 16 mm,200,40,50.8,14
RA18,Fresa de ranurado de montaje de plato • Rango de ajuste 16 - 18 mm,125,32,50.8,8
RA18,Fresa de ranurado de montaje de plato • Rango de ajuste 16 - 18 mm,160,40,50.8,10
RA18,Fresa de ranurado de montaje de plato • Rango de ajuste 16 - 18 mm,200,40,50.8,14
RA18,Fresa de ranurado de montaje de plato • Rango de ajuste 16 - 18 mm,250,60,50.8,18
RA18,Fresa de ranurado de montaje de plato • Rango de ajuste 16 - 18 mm,315,60,50.8,20
RA19,Montaje de eje  • IC 12 mm  • A derechas,160,40,11.7,12
RA19,Montaje de eje  • IC 12 mm  • A derechas,200,50,11.7,14
RA19,Montaje de eje  • IC 12 mm  • A derechas,250,50,11.7,16
RA20,Montaje de eje  • IC 12 mm  • A izquierdas,150,40,11.7,12
RA20,Montaje de eje  • IC 12 mm  • A izquierdas,200,50,11.7,14
RA20,Montaje de eje  • IC 12 mm  • A izquierdas,250,50,11.7,16
RA21,Montaje de eje  • IC  12 mm  • Neutro (ranurado completo),160,40,17.9,14
RA21,Montaje de eje  • IC  12 mm  • Neutro (ranurado completo),200,50,17.9,18
RA21,Montaje de eje  • IC  12 mm  • Neutro (ranurado completo),250,50,17.9,22
RA22,Montaje de eje  • Corte de media cara  • A derechas,125,40,18.2,8
RA22,Montaje de eje  • Corte de media cara  • A derechas,160,40,18.2,10
RA23,Montaje de eje  • Corte de media cara  • A izquierdas,125,40,11.7,8
RA23,Montaje de eje  • Corte de media cara  • A izquierdas,160,40,11.7,10
RA23,Montaje de eje  • Corte de media cara  • A izquierdas,315,60,11.7,18
RA24,Fresa de ranurado de montaje de eje  • Rango de ajuste 18 - 20.7 mm,125,40,18.2,8
RA24,Fresa de ranurado de montaje de eje  • Rango de ajuste 18 - 20.7 mm,160,40,18.2,10
RA24,Fresa de ranurado de montaje de eje  • Rango de ajuste 18 - 20.7 mm,200,50,18.2,14
RA24,Fresa de ranurado de montaje de eje  • Rango de ajuste 18 - 20.7 mm,250,50,18.2,16
RA24,Fresa de ranurado de montaje de eje  • Rango de ajuste 18 - 20.7 mm,315,60,18.2,18
RA25,Fresa de ranurado de montaje de eje  • Rango de ajuste 20.7 - 23.3 mm,125,40,20.8,8
RA25,Fresa de ranurado de montaje de eje  • Rango de ajuste 20.7 - 23.3 mm,160,40,20.8,10
RA25,Fresa de ranurado de montaje de eje  • Rango de ajuste 20.7 - 23.3 mm,200,50,20.8,14
RA25,Fresa de ranurado de montaje de eje  • Rango de ajuste 20.7 - 23.3 mm,315,50,20.8,18
RA26,Montaje de plato  • Ancho de ranurado • Rango de ajuste 18 - 20-7 mm ,125,32,51.0,8
RA26,Montaje de plato  • Ancho de ranurado • Rango de ajuste 18 - 20-7 mm ,160,40,51.0,10
RA26,Montaje de plato  • Ancho de ranurado • Rango de ajuste 18 - 20-7 mm ,250,60,51.0,16
RA26,Montaje de plato  • Ancho de ranurado • Rango de ajuste 18 - 20-7 mm ,315,60,51.0,18
RA27,Montaje de plato  • Ancho de ranurado • Rango de ajuste 20.7 - 23.3 mm ,125,32,51.0,8
RA27,Montaje de plato  • Ancho de ranurado • Rango de ajuste 20.7 - 23.3 mm ,160,40,51.0,10
RA27,Montaje de plato  • Ancho de ranurado • Rango de ajuste 20.7 - 23.3 mm ,200,40,51.0,14
RA27,Montaje de plato  • Ancho de ranurado • Rango de ajuste 20.7 - 23.3 mm ,250,60,51.0,16
RA27,Montaje de plato  • Ancho de ranurado • Rango de ajuste 20.7 - 23.3 mm ,315,60,51.0,18
